"Time","D5 siloxane (370) (ppt)","Methanol (ppt)","Propyne (ppt)","Acetonitrile (ppt)","Acetaldehyde (ppt)","Formic Acid (ppt)","Butenes (ppt)","Acetone (ppt)","Acetic Acid (ppt)","Furan (ppt)","Isoprene (ppt)","MACR/MVK (ppt)","MEK (ppt)","Benzene (ppt)","Methylfurans (ppt)","Toluene (ppt)","Furaldehydes (ppt)","C8 Aromatics (ppt)","Methylfurfurals (ppt)","C9 Aromatics (ppt)","C10 Aromatics (ppt)","Monoterpenes (ppt)","Ozone (ppm)","Ambient Temperature","PM2.5 (ug/m3)"
2019-03-16 12:00:00,2.72717624896053,6481.38063333333,661.57001,108.375545333333,1165.10031666667,1113.81010333333,441.897226666667,1389.47133333333,988.102926666667,12.3788972333333,109.352720333333,59.2975096666667,167.64242,266.039726666667,17.618738,316.983003333333,18.1044563333333,270.494006666667,5.92425283333333,173.518593333333,72.2267713333333,58.9168343333333,0.017,3.8,13.7
2019-03-16 13:00:00,2.90070236039148,8502.56645833333,1027.6202875,128.889708333333,1657.919375,1265.172375,585.61125,2524.70483333333,1290.88604166667,16.5592045833333,144.132641666667,76.3561729166667,210.503691666667,333.111841666667,20.53167125,423.410141666667,21.04361375,350.536475,5.98921125,207.035570833333,89.54642125,91.5446208333333,0.023,5.2,14.2
2019-03-16 14:00:00,2.06627981673383,8024.57383333333,788.0149,102.3988375,1420.79132083333,1302.34658333333,551.247516666667,1650.469875,1175.80068333333,14.8033049583333,151.349129583333,72.09361625,199.623641666667,280.847875,18.4838070833333,346.206058333333,17.6701205,287.366608333333,7.13577375,158.126847916667,78.1345525,111.748547916667,0.028,6.5,21.3
2019-03-16 15:00:00,1.30019388473102,5618.0565,643.75696,99.4926296666667,1134.19411,1196.01059,385.187586666667,1579.50783333333,997.601006666667,10.7787443333333,107.051305,46.752059,167.92836,203.690203333333,12.3216404333333,213.94688,11.9422954,169.12008,4.9398669,94.114159,48.0461616666667,92.62062,0.03,8.2,15.2
2019-03-16 16:00:00,1.4949279888697,6137.11829166667,676.6705125,102.39940375,1224.21191666667,1268.44079166667,446.279241666667,1691.76329166667,1087.93483333333,7.86017942083333,124.364408333333,52.5159145833333,178.326591666667,228.3052875,13.419928375,367.340454166667,11.438913875,212.432470833333,3.52646811666667,119.06726125,59.5001654166667,134.9206,0.031,9.5,7.8
2019-03-16 17:00:00,1.67806878078424,6089.37066666667,1103.78729583333,116.7300825,1577.91966666667,1294.49516666667,431.145070833333,2888.13625,1361.35704166667,9.95956166666667,134.370616666667,54.7741933333333,187.821295833333,229.0637875,13.73498925,325.287741666667,16.6866720833333,212.478683333333,6.622301875,114.982685833333,55.93804375,95.54607125,0.034,9.2,9.8
2019-03-16 18:00:00,2.53617207189919,8662.91583333333,895.871813333333,109.185506666667,1656.7601,1388.88806666667,604.248553333333,1791.20886666667,1448.97173333333,11.9861497,174.796036666667,70.126741,213.998686666667,288.77689,16.8004190333333,387.988206666667,19.0174263333333,316.445616666667,6.74922093333333,178.817298,91.6519166666667,252.251556333333,0.035,8.4,11.7
2019-03-16 19:00:00,2.33581162559056,6676.629,1746.37840952381,118.092623809524,1595.92057142857,1394.32157142857,404.309047619048,3255.80071428571,1265.03938095238,10.6728028571429,135.877195238095,52.7917971428571,172.1587,215.446233333333,13.8824332857143,269.220419047619,15.3763098095238,210.433447619048,4.49953462380952,111.977371904762,57.5555638095238,123.22420047619,0.034,5.5,11.3
2019-03-18 09:00:00,6.78868963090898,28963.7783333333,2134.7185,150.71465,1985.76766666667,1681.58516666667,1041.42971666667,2871.23666666667,914.418683333333,17.9113766666667,206.47365,92.1276933333333,213.189383333333,462.92355,31.0588716666667,754.311466666667,21.24492,707.49945,8.9667025,402.025816666667,174.4482,141.193766666667,0.001,-1.6,11.7
2019-03-18 10:00:00,3.53090967184801,17971.431,1170.90460666667,120.725179333333,1629.8192,1220.78040666667,644.408383333333,2125.55986666667,905.219756666667,8.94431423333333,144.142243,70.3618846666667,183.911276666667,345.31015,20.0646396666667,453.156836666667,16.9416752333333,422.74552,5.97384536666667,243.965966666667,110.915137333333,112.057992666667,0.003,0.8,12
2019-03-18 11:00:00,4.52344599565022,17623.9775,1380.32283333333,135.6359125,1873.893125,1575.8608,770.885583333333,2379.3305,1110.401375,17.7126895833333,177.2885875,92.1627220833333,229.122295833333,412.465125,26.5690195833333,579.273354166667,20.1656333333333,509.552466666667,9.80036008333333,270.641595833333,121.652464583333,126.449745833333,0.007,3,12.2
2019-03-18 12:00:00,4.06693117124032,13111.6929166667,1162.7153625,143.988941666667,1670.26679166667,1678.54425,620.990254166667,2267.810875,1212.01608333333,16.25947125,157.275341666667,81.4280270833333,227.656270833333,332.965720833333,22.08847375,486.083045833333,18.91100625,398.4745625,8.723005625,205.285766666667,94.85909875,125.433616666667,0.015,4.8,11.5
2019-03-18 13:00:00,4.22333314143159,9085.30586666667,896.701086666667,150.162042333333,1463.3266,1808.5936,543.80716,2053.643,1583.43436666667,18.9210596666667,156.333746666667,79.298467,234.829726666667,272.09083,23.3911186666667,387.755036666667,22.0123346666667,333.824173333333,9.26329076666667,160.39948,74.268838,118.363911666667,0.024,6.1,17.7
2019-03-18 14:00:00,3.25080914571739,10653.5519583333,975.117325,192.390958333333,1633.8365,1493.12320833333,541.835541666667,3375.315,1667.203375,15.5756708333333,163.0656375,71.9089091666667,242.761395833333,263.035145833333,19.6630654166667,379.4719,19.6542554166667,289.565416666667,7.705776375,142.103566666667,66.70078125,105.500290416667,0.025,8.6,13.5
