"Date_Time","altimeter_set_1","air_temp_set_1","dew_point_temperature_set_1","relative_humidity_set_1","wind_speed_set_1","wind_direction_set_1","wind_gust_set_1","sea_level_pressure_set_1","weather_cond_code_set_1","cloud_layer_3_code_set_1","pressure_tendency_set_1","precip_accum_one_hour_set_1","precip_accum_three_hour_set_1","cloud_layer_1_code_set_1","cloud_layer_2_code_set_1","precip_accum_six_hour_set_1","precip_accum_24_hour_set_1","visibility_set_1","air_temp_high_6_hour_set_1","air_temp_low_6_hour_set_1","peak_wind_speed_set_1","ceiling_set_1","pressure_change_code_set_1","air_temp_high_24_hour_set_1","air_temp_low_24_hour_set_1","peak_wind_direction_set_1","wind_chill_set_1d","heat_index_set_1d","dew_point_temperature_set_1d","pressure_set_1d","temp_flag","wind_flag","spike_flag","dT_mt_over_valley","SBI_flag_1","SBI_flag_2","calm_flag","Event_ID_1","Event_ID_2","event_hours_1","Event_Start_1","Event_Stop_1","event_hours_2","Event_Start_2","Event_Stop_2","ozone","ws","wd","sig","tempamb","pm25"
2020-01-01 10:00:00,99966.14,2,1.1,93.08,1.54,110,NA,100210,NA,504,1018,NA,NA,273,444,5.842,NA,10,2.8,-0.6,NA,822.96,NA,NA,NA,NA,-0.2,NA,0.98,88931.97,0,0,0,-4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.025",1.6,42,48,2.2,2.7
2020-01-01 11:00:00,99966.14,2,1.95,100,0,0,NA,100150,13,629,NA,0.025,NA,416,504,NA,NA,10,NA,NA,NA,1493.52,NA,NA,NA,NA,0.47,NA,2,88931.97,0,0,0,-3.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.02",1.1,254,61,2.8,3.9
2020-01-01 12:00:00,99932.28,3,2.2,93.13,2.57,90,NA,100130,13,629,NA,0.025,NA,472,603,NA,NA,10,NA,NA,NA,1828.8,NA,NA,NA,NA,0.03,NA,1.98,88901.85,0,0,0,-4.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.023",1.8,214,38,3.9,3.4
2020-01-01 13:00:00,99932.28,4,2.8,93.19,0,0,NA,100150,13,704,6003,0.025,0.025,422,503,NA,NA,10,NA,NA,NA,1524,NA,NA,NA,NA,NA,NA,2.99,88901.85,0,0,0,-5.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.022",1.3,289,37,4.6,4.6
2020-01-01 14:00:00,100000.01,3,2.2,100,1.54,300,NA,100240,13,579,NA,0.025,NA,386,473,NA,NA,10,NA,NA,NA,1432.56,NA,NA,NA,NA,0.97,NA,3,88962.1,0,0,0,-5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.017",1.5,283,37,4.3,5.2
2020-01-01 15:00:00,100101.6,3,1.7,93.13,2.57,320,NA,100350,13,679,NA,0.025,NA,446,553,NA,NA,10,NA,NA,NA,1676.4,NA,NA,NA,NA,0.47,NA,1.98,89052.48,0,0,0,-5.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.013",0.9,208,37,3.4,7
2020-01-01 16:00:00,100203.19,2,1.1,93.13,2.57,320,NA,100420,13,904,1025,0.025,NA,423,554,0.025,NA,10,3.9,1.1,NA,1676.4,NA,NA,NA,NA,-0.2,NA,1.98,89142.85,0,0,0,-4.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.011",0.8,225,60,3.2,8.6
2020-01-01 17:00:00,100270.92,3,0.6,86.68,3.6,330,NA,100520,NA,954,NA,NA,NA,603,753,NA,NA,10,NA,NA,NA,1828.8,NA,NA,NA,NA,-0.34,NA,0.97,89203.11,0,0,0,-5.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.007",0.8,75,54,2.6,6.8
2020-01-01 18:00:00,100338.65,2,0.6,86.68,2.06,340,NA,100570,NA,903.5,NA,NA,NA,506,604,NA,NA,10,NA,NA,NA,1828.8,NA,NA,NA,NA,-0.2,NA,0.97,89263.36,0,0,0,-4.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.008",0.7,40,72,2.3,15.6
2020-01-01 19:00:00,100406.37,3,0,80.63,4.63,330,NA,100630,NA,NA,1018,NA,NA,652,1202,NA,NA,10,NA,NA,NA,1981.2,NA,NA,NA,NA,-1.22,NA,-0.05,89323.61,0,0,0,-5.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.016",1,263,48,2.6,4.9
2020-01-01 20:00:00,100507.97,2.8,-0.6,78.29,4.12,340,NA,100740,NA,1103,NA,NA,NA,556,752,NA,NA,10,NA,NA,NA,1828.8,NA,NA,NA,NA,-0.97,NA,-1.05,89413.99,0,0,0,-5.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.02",1.2,269,53,2.2,4.2
2020-01-01 21:00:00,100575.69,2,-0.6,80.49,4.63,320,NA,100810,NA,1078,NA,NA,NA,953,953,NA,NA,10,NA,NA,NA,2895.6,NA,NA,NA,NA,-2.21,NA,-1.05,89474.24,0,0,0,-5.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.024",1,284,59,2,4.2
2020-01-01 22:00:00,100643.42,2,0,86.58,2.57,325,NA,100880,13,904,1022,0.025,NA,393,703,0.025,NA,10,3.3,1.1,NA,1981.2,NA,NA,NA,NA,-1.17,NA,-0.03,89534.49,0,0,0,-5.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.034",1.6,230,34,2.6,3.2
2020-01-01 23:00:00,100677.29,1,0,93.02,2.06,320,NA,100910,NA,829,NA,NA,NA,502,603,NA,NA,10,NA,NA,NA,1676.4,NA,3.9,-0.6,NA,-1.36,NA,-0.02,89564.62,0,0,0,-4.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.027",0.6,195,63,1.6,2.9
2020-01-02,100711.15,0,-1.1,93.02,2.06,290,NA,100900,NA,953,NA,NA,NA,552,903,NA,NA,10,NA,NA,NA,2743.2,NA,NA,NA,NA,-2.53,NA,-1.02,89594.75,0,0,0,-3.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.013",0.6,188,65,-0.2,2.9
2020-01-02 01:00:00,100677.29,-1,-1.1,100,2.06,180,NA,100950,NA,852,3006,NA,NA,506,603,NA,NA,10,NA,NA,NA,2057.4,NA,NA,NA,NA,-3.99,NA,-1,89564.62,0,0,0,-2.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.008",0.6,154,75,-1,1.4
2020-01-02 02:00:00,100745.01,-1,-0.6,100,1.54,60,NA,100960,NA,754,NA,NA,NA,496,603,NA,NA,10,NA,NA,NA,1676.4,NA,NA,NA,NA,-2.96,NA,-1,89624.87,0,0,0,-3.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.007",0.8,170,69,-0.8,2.5
2020-01-02 03:00:00,100711.15,0,-1.1,92.96,1.54,10,NA,100870,41,1104,NA,0.127,NA,503,753,NA,NA,10,NA,NA,NA,1676.4,NA,NA,NA,NA,-1.82,NA,-1.02,89594.75,0,0,0,-4.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.011",1,127,43,-0.3,2.4
2020-01-02 04:00:00,100677.29,-1,-0.6,100,1.54,130,NA,100890,NA,1004,8005,NA,NA,504,654,0.025,5.842,10,1.7,-1.1,NA,1828.8,NA,NA,NA,NA,-3.99,NA,-1,89564.62,0,0,0,-3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.017",0.9,74,63,0.2,1.9
2020-01-02 05:00:00,100677.29,0,-0.6,92.96,2.57,110,NA,100900,NA,NA,NA,NA,NA,452,504,NA,NA,10,NA,NA,NA,1524,NA,NA,NA,NA,-3.09,NA,-1.02,89564.62,0,0,0,-4.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.026",1.6,200,53,1.3,1.5
2020-01-02 06:00:00,100677.29,0,-0.6,92.96,2.06,130,NA,100930,41,604,NA,0.127,NA,472,554,NA,NA,10,NA,NA,NA,1524,NA,NA,NA,NA,-2.865,NA,-1.02,89564.62,0,0,0,-4.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.039",3.3,221,26,2.3,1
2020-01-02 07:00:00,100745.01,1,-0.6,86.48,1.54,10,NA,101020,20,NA,3013,0.127,0.025,389,654,NA,NA,9,NA,NA,NA,1173.48,NA,NA,NA,NA,-1.91,NA,-1.03,89624.87,0,0,0,-5.4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.038",3,223,25,2.1,1.2
2020-01-02 08:00:00,100880.47,0.3,-0.6,92.305,2.315,315,NA,101130,20,NA,NA,0.025,NA,423,704,NA,NA,10,NA,NA,NA,1280.16,NA,NA,NA,NA,-2.38,NA,-1.02,89745.38,0,0,0,-5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.033",1.8,240,61,1.5,0.5
2020-01-02 09:00:00,101049.79,0,-0.6,92.96,1.54,265,NA,101300,2500,369,NA,0.254,NA,216,313,NA,NA,3,NA,NA,NA,883.92,NA,NA,NA,NA,-1.82,NA,-1.02,89896.01,0,0,0,-5.3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.03",1.4,326,60,0.7,1
2020-01-02 10:00:00,101151.38,0,0,92.96,1.54,190,NA,101450,2500,654,3036,0.025,NA,216,503,0.254,NA,9,1.1,-0.6,NA,1676.4,NA,NA,NA,NA,-2.53,NA,-1.02,89986.38,0,0,0,-6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.03",1.2,168,44,-0.1,1.9
2020-01-02 11:00:00,101219.11,0.6,-1.1,93.02,1.54,80,NA,101490,41,804,NA,0.127,NA,416,553,NA,NA,10,NA,NA,NA,2286,NA,NA,NA,NA,-1.36,NA,-0.02,90046.64,0,0,0,-6.8,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.033",2,191,47,0.2,-0.2
2020-01-02 12:00:00,101252.97,1,-0.6,86.48,2.57,160,NA,101560,NA,853,NA,NA,NA,482,603,NA,NA,10,NA,NA,NA,1524,NA,NA,NA,NA,-2.38,NA,-1.03,90076.76,0,0,0,-7.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.037",1.9,275,49,-0.2,0.7
2020-01-02 13:00:00,101320.7,1,-1.7,86.48,1.54,190,NA,101600,20,754,1013,0.025,0.025,412,553,NA,NA,10,NA,NA,NA,1676.4,NA,NA,NA,NA,-0.905,NA,-1.03,90137.02,0,0,0,-7,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.037",2.6,253,28,0.2,3.2
2020-01-02 14:00:00,101354.56,1,-2.8,75.17,4.12,290,NA,101640,20,803,NA,0.076,NA,422,602,NA,NA,10,NA,NA,NA,2438.4,NA,NA,NA,NA,-3.13,NA,-2.86,90167.14,0,0,0,-6.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.034",1.6,255,35,0.8,1.9
2020-01-02 15:00:00,101388.43,1,-4.4,74.6,3.09,330,NA,101660,NA,NA,NA,NA,NA,703,854,NA,NA,10,NA,NA,NA,2286,NA,NA,NA,NA,-2.38,NA,-3.06,90197.27,0,0,0,-7.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.038",2.8,259,24,1.5,0.2
2020-01-02 16:00:00,101490.02,1,-4.4,69.22,5.14,300,8.75,101790,NA,NA,3017,NA,NA,703,729,0.025,NA,10,1.1,0,NA,2133.6,NA,NA,NA,NA,-3.74,NA,-4.07,90287.65,0,0,0,-7.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.037",2.1,255,25,1,-1.1
2020-01-02 17:00:00,101557.75,1,-3.9,69.22,3.09,300,NA,101860,NA,NA,NA,NA,NA,604,729,NA,NA,10,NA,NA,NA,1828.8,NA,NA,NA,NA,-2.53,NA,-4.07,90347.9,0,0,0,-8.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.023",1.2,247,32,0.6,-0.7
2020-01-02 18:00:00,101625.47,0,-4.4,74.41,0,0,NA,101880,NA,NA,NA,NA,NA,504,NA,NA,NA,10,NA,NA,NA,1524,NA,NA,NA,NA,-2.455,NA,-4.06,90408.14,0,0,0,-7.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.024",1.3,217,31,0.5,1.2
2020-01-02 19:00:00,101659.34,0,-3.9,74.41,2.06,280,NA,101910,NA,NA,1012,NA,NA,494,NA,NA,NA,10,NA,NA,NA,1493.52,NA,NA,NA,NA,-2.53,NA,-4.06,90438.28,0,0,0,-7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.03",0.8,248,49,0.7,2.9
2020-01-02 20:00:00,101659.34,0.6,-3.9,71.78,1.54,20,NA,101940,NA,NA,NA,NA,NA,503,604,NA,NA,10,NA,NA,NA,1524,NA,NA,NA,NA,-1.36,NA,-4.06,90438.28,0,0,0,-7.4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.028",0.8,250,58,0.7,3.4
2020-01-02 21:00:00,101693.2,-1,-2.8,86.26,1.54,90,NA,101990,NA,NA,NA,NA,NA,484,NA,NA,NA,10,NA,NA,NA,1463.04,NA,NA,NA,NA,-2.96,NA,-3.03,90468.4,0,0,0,-5.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.019",1.1,11,45,0.4,4.4
2020-01-02 22:00:00,101727.07,0,-2.8,74.6,3.6,40,NA,102000,NA,NA,1007,NA,NA,474,NA,NA,NA,10,0.6,-0.6,NA,1432.56,NA,NA,NA,NA,-3.09,NA,-3.06,90498.53,0,0,0,-6.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.034",1.3,287,49,0.5,5.1
2020-01-02 23:00:00,101760.93,-1,-2.2,92.22,2.57,30,NA,102020,2500,NA,NA,0.025,NA,434,NA,NA,NA,10,NA,NA,NA,1310.64,NA,1.1,-1.1,NA,-4.28,NA,-2.22,90528.65,0,0,0,-5.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.035",0.9,80,49,-1,2.9
2020-01-03,101727.07,-1.7,-1.7,100,1.54,225,NA,102010,2500,NA,NA,0.254,NA,344,NA,NA,NA,3.25,NA,NA,NA,1036.32,NA,NA,NA,NA,-4.1,NA,-2,90498.53,0,0,0,-4.8,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.031",0.7,174,55,-1.4,1
2020-01-03 01:00:00,101693.2,-2,-1.7,100,0,0,NA,101970,2500,NA,8005,0.254,0.508,72,384,NA,NA,2,NA,NA,NA,914.4,NA,NA,NA,NA,-4.1,NA,-2,90468.4,0,0,0,-3.8,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.027",0.6,253,75,-1.6,1
2020-01-03 02:00:00,101693.2,-2,-1.7,100,0,0,NA,101990,NA,454,NA,0.025,NA,66,444,NA,NA,10,NA,NA,NA,1341.12,NA,NA,NA,NA,NA,NA,-2,90468.4,0,0,0,-3.4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.024",0.8,211,66,-1.7,1.2
2020-01-03 03:00:00,101727.07,-2,-1.7,100,0,0,NA,102040,NA,474,NA,NA,NA,404,464,NA,NA,10,NA,NA,NA,1219.2,NA,NA,NA,NA,-4.1,NA,-2,90498.53,0,0,0,-3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.023",0.6,109,76,-1.7,1.2
2020-01-03 04:00:00,101727.07,-2,-2.2,100,0,0,NA,102000,NA,NA,3,NA,NA,502,804,0.508,0.762,9,-0.6,-2.2,NA,1524,NA,NA,NA,NA,-4.1,NA,-2,90498.53,0,0,0,-2.7,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.018",0.6,178,79,-1.7,2.2
2020-01-03 05:00:00,101693.2,-2,-1.7,100,0,0,NA,101990,31,NA,NA,NA,NA,804,804,NA,NA,7,NA,NA,NA,2438.4,NA,NA,NA,NA,-4.48,NA,-2,90468.4,0,0,0,-1.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.012",0.9,204,72,-1.8,5.1
2020-01-03 06:00:00,101727.07,-2,-1.7,100,0,0,NA,102000,31,NA,NA,NA,NA,504,NA,NA,NA,6,NA,NA,NA,1524,NA,NA,NA,NA,-4.1,NA,-2,90498.53,0,0,0,-1.5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.009",1,185,85,-1.7,5.6
2020-01-03 07:00:00,101727.07,-2,-1.7,100,0,0,NA,102030,31,NA,3003,NA,NA,504,NA,NA,NA,6,NA,NA,NA,1524,NA,NA,NA,NA,-4.1,NA,-2,90498.53,0,0,0,-1.2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.007",0.8,238,83,-1.6,3.7
2020-01-03 08:00:00,101727.07,-2,-1.7,100,1.54,220,NA,102060,31,NA,NA,NA,NA,504,NA,NA,NA,4,NA,NA,NA,1524,NA,NA,NA,NA,-4.685,NA,-2,90498.53,0,0,0,-1.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.004",0.9,205,82,-1.5,4.6
2020-01-03 09:00:00,101794.79,-1,-1.1,100,1.54,270,NA,102140,31,NA,NA,NA,NA,484,NA,NA,NA,7,NA,NA,NA,1463.04,NA,NA,NA,NA,-3.385,NA,-1,90558.78,0,0,0,-1.6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.02",0.9,300,71,-1,4.7
2020-01-03 10:00:00,101862.52,-1,-1.1,100,1.54,240,NA,102150,NA,NA,3012,NA,NA,504,604,NA,NA,10,0,-2.2,NA,1524,NA,NA,NA,NA,-3.7,NA,-1,90619.03,0,0,0,-1.2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.02",0.9,170,90,-0.3,5.6
2020-01-03 11:00:00,101896.38,0.6,-1.1,88.36,0,0,NA,102190,NA,NA,NA,NA,NA,506,704,NA,NA,10,NA,NA,NA,1676.4,NA,NA,NA,NA,-0.905,NA,-1.03,90649.15,0,0,0,-2.2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.022",1,87,79,1,8.3
2020-01-03 12:00:00,101896.38,1,0,86.48,0,0,NA,102170,NA,NA,NA,NA,NA,484,424,NA,NA,10,NA,NA,NA,1463.04,NA,NA,NA,NA,-0.68,NA,-1.03,90649.15,0,0,0,-2.4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.017",1.5,60,77,1.5,8.3
2020-01-03 13:00:00,101896.38,2,0.6,86.58,1.54,300,NA,102160,NA,NA,1,NA,NA,424,454,NA,NA,10,NA,NA,NA,1280.16,NA,NA,NA,NA,-0.72,NA,-0.03,90649.15,0,0,0,-2.9,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.012",0.9,95,79,2.5,NA
2020-01-03 14:00:00,101896.38,2,0.6,86.68,3.09,290,NA,102190,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,1463.04,NA,NA,NA,NA,-0.72,NA,0.97,90649.15,0,0,0,-3.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.014",0.7,285,84,4.2,9.9
2020-01-03 15:00:00,101930.25,4,0.6,86.79,2.06,320,NA,102180,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2.14,NA,1.97,90679.28,0,0,0,-5.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.015",0.9,80,38,4.6,6.3
2020-01-03 16:00:00,101930.25,5,-0.6,65.13,2.57,330,8.75,102210,NA,NA,1006,NA,NA,1,NA,NA,NA,10,6.1,0,NA,NA,NA,NA,NA,NA,2.14,NA,-1.08,90679.28,0,0,0,-7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.017",1,109,66,4.8,1
2020-01-03 17:00:00,101964.11,2,-0.6,80.49,2.57,330,NA,102220,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,-1.05,90709.41,0,0,0,-4.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.004",0.9,201,64,3.1,2.7
2020-01-03 18:00:00,101930.25,1,-1.1,86.48,3.09,310,NA,102210,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-1.91,NA,-1.03,90679.28,0,0,0,-3.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.003",1,177,78,1.3,7.1
2020-01-03 19:00:00,101930.25,0,-1.1,92.96,2.06,180,NA,102210,NA,NA,6004,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-3.09,NA,-1.02,90679.28,0,0,0,-3.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"0.002",0.8,140,61,0,9.4
2020-01-03 20:00:00,101896.38,-1,-2.2,96.37,0,0,NA,102190,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,NA,-2,90649.15,0,0,0,-2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.002",0.7,110,71,-1.1,15.3
2020-01-03 21:00:00,101828.66,-2,-2.2,100,0,0,NA,102090,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-4.1,NA,-2,90588.91,0,0,0,-1.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.002",0.7,129,78,-2.1,10.2
2020-01-03 22:00:00,101727.07,-3,-3.3,100,0,0,NA,102030,NA,NA,8018,NA,NA,1,NA,NA,NA,10,4.4,-3.3,NA,NA,NA,NA,NA,NA,NA,NA,-3,90498.53,0,0,0,-0.2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.002",0.7,185,78,-2.9,11.4
2020-01-03 23:00:00,101659.34,-3,-3.3,100,0,0,NA,101890,31,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,6.1,-3.9,NA,-5.81,NA,-3,90438.28,0,0,0,-0.4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"0.002",0.6,151,79,-3.6,16.9
2020-01-04,101523.88,-5,-5.6,100,0,0,NA,101790,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-8.37,NA,-5,90317.77,0,0,0,1.2,1,1,1,1,1,8,2020-01-04,2020-01-04 07:00:00,8,2020-01-04,2020-01-04 07:00:00,"0.002",0.9,205,63,-4.2,13.6
2020-01-04 01:00:00,101388.43,-5,-5.6,100,0,0,NA,101650,31,NA,5023,NA,NA,23,NA,NA,NA,1.25,NA,NA,NA,60.96,NA,NA,NA,NA,-7.53,NA,-5.61,90197.27,0,0,0,1.2,1,1,1,1,1,8,2020-01-04,2020-01-04 07:00:00,8,2020-01-04,2020-01-04 07:00:00,"0.002",0.9,166,81,-4.6,15.6
2020-01-04 02:00:00,101252.97,-6,-6.1,100,1.54,60,NA,101530,31,NA,NA,NA,NA,26,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,-8.67,NA,-6,90076.76,0,0,0,2.6,1,1,1,1,1,8,2020-01-04,2020-01-04 07:00:00,8,2020-01-04,2020-01-04 07:00:00,"0.002",0.9,143,85,-4.9,10.2
